name,description,key_skills,experience_id,premium,employer_name,salary_from,salary_to,salary_gross,salary_currency,area_name,published_at
Software Licensing Manager,"<p>Давно мечтаете заниматься любимым делом и каждый день получать удовольствие от работы? Приглашаем в команду G5 Entertainment! Давайте развиваться и создавать лучшие игры вместе :)</p> <p>G5 Entertainment AB — шведский издатель и разработчик мобильных игр. 20 лет назад мы стали первыми мобильными разработчиками в СНГ. И с тех пор занимаем лидирующие позиции в игровой индустрии. Разрабатываем игры в жанрах Match-3, Hidden Object, Mahjong Solitaire. В нашем портфолио 20+ f2p проектов мирового уровня, среди которых Hidden City®, Jewels of Rome™, Mahjong Journey®, Homicide Squad®, Jewels of the Wild West™ и др.</p> <p>Ищем кандидата на должность: <strong>Software Licensing Manager</strong>.</p> <p><strong>Обязанности:</strong></p> <ul> <li> <p>Периодический анализ имеющегося программного обеспечения (ПО/SaaS) компании;</p> </li> <li> <p>Подготовка предложений по оптимизации ПО и его обновлению;</p> </li> <li> <p>Приобретение и своевременное продление ПО/SaaS для всей группы компании;</p> </li> <li> <p>Анализ текущего использования ПО/SaaS;</p> </li> <li> <p>Сопровождение договоров закупки ПО/SaaS и общение с реселлерами, вендорами по всему миру ;</p> </li> <li> <p>Учет лицензий, ведение сопутствующей документации;</p> </li> <li> <p>Лицензирование ПО сотрудников и устранение проблем лицензирования;</p> </li> <li> <p>Составление планов закупки ПО для планирования расходов компании.</p> </li> </ul> <p><strong>Требования:</strong></p> <ul> <li> <p>Опыт работы на аналогичной позиции не менее 2х лет;</p> </li> <li> <p>Опыт работы с порталами администрирования сервисов для назначения лицензий, так и мониторинга установленного ПО.</p> </li> <li> <p>Опыт устранения проблем с ПО, его активации, как на организационном так и техническом уровнях.</p> </li> <li> <p>Знание принципов лицензирования ПО, и различий условий для разных стран;</p> </li> <li> <p>Знание английского языка, достаточного для чтения лицензионных соглашений используемых продуктов и общения с партнерами/вендорами по всему миру, желательно Intermediate и выше.</p> </li> </ul> <p><strong>Будет плюсом:</strong></p> <ul> <li> <p>Глубокие знания в лицензировании одного или нескольких крупных вендоров (MS, Autodesk).</p> </li> <li> <p>Понимание принципов и практик по управлению ИТ-активами в области Asset Management.</p> </li> <li> <p>Опыт прохождения аудита от вендоров.</p> </li> <li> <p>Сертификат об успешной сдаче экзамена MS 70-713: Software Asset Management.</p> </li> </ul> <p> </p> <p><strong>Что обещаем:</strong></p> <ul> <li>Работу в шведской компании, портфолио которой состоит из 20+ f2p проектов мирового уровня, переведенных на 15 языков;</li> <li>Возможность участия в полном цикле разработки продукта;</li> <li>Возможность работать в международной команде;</li> <li>Официальное трудоустройство, полный соцпакет;</li> <li>Возможность релокации;</li> <li>Гибкий график работы;</li> <li>Добровольное медицинское страхование;</li> <li>Образовательные программы по английскому с высококвалифицированными преподавателями;</li> <li>Дополнительные бонусы от прибыли проектов для проектных команд;</li> <li>Программу акций результативности для ключевых сотрудников компании;</li> <li>R&amp;D Project Development: возможность создания собственного проекта на базе компании;</li> <li>Оплачиваемые конференции, тренинги, воркшопы;</li> <li>Внутреннюю образовательную платформу (обучающие вебинары по всем специализациям, представленным в компании);</li> <li>Развлекательные и общеобразовательные хенгауты/мастер-классы;</li> <li>Возможность участия в совместных благотворительных проектах;</li> <li>Бесплатные занятия спортом.</li> </ul> <p>Хотите начать разрабатывать игры, в которые играют миллионы по всему миру, и присоединиться к нашей команде? Тогда скорее отправляйте резюме и почаще обновляйте почту, ведь там вас может ожидать письмо от нашего рекрутера :)</p>","Английский язык
SaaS
Autodesk
MS",between1And3,FALSE,G5 Entertainment AB,,,,,Тбилиси,2022-07-17T22:04:00+0300
Software Licensing Manager,"<p>Давно мечтаете заниматься любимым делом и каждый день получать удовольствие от работы? Приглашаем в команду G5 Entertainment! Давайте развиваться и создавать лучшие игры вместе :)</p> <p>G5 Entertainment AB — шведский издатель и разработчик мобильных игр. 20 лет назад мы стали первыми мобильными разработчиками в СНГ. И с тех пор занимаем лидирующие позиции в игровой индустрии. Разрабатываем игры в жанрах Match-3, Hidden Object, Mahjong Solitaire. В нашем портфолио 20+ f2p проектов мирового уровня, среди которых Hidden City®, Jewels of Rome™, Mahjong Journey®, Homicide Squad®, Jewels of the Wild West™ и др.</p> <p>Ищем кандидата на должность: <strong>Software Licensing Manager</strong>.</p> <p><strong>Обязанности:</strong></p> <ul> <li>Периодический анализ имеющегося программного обеспечения (ПО/SaaS) компании;</li> <li>Подготовка предложений по оптимизации ПО и его обновлению;</li> <li>Приобретение и своевременное продление ПО/SaaS для всей группы компании;</li> <li>Анализ текущего использования ПО/SaaS;</li> <li>Сопровождение договоров закупки ПО/SaaS и общение с реселлерами, вендорами по всему миру ;</li> <li>Учет лицензий, ведение сопутствующей документации;</li> <li>Лицензирование ПО сотрудников и устранение проблем лицензирования;</li> <li>Составление планов закупки ПО для планирования расходов компании.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Опыт работы на аналогичной позиции не менее 2х лет;</li> <li>Опыт работы с порталами администрирования сервисов для назначения лицензий, так и мониторинга установленного ПО.</li> <li>Опыт устранения проблем с ПО, его активации, как на организационном так и техническом уровнях.</li> <li>Знание принципов лицензирования ПО, и различий условий для разных стран;</li> <li>Знание английского языка, достаточного для чтения лицензионных соглашений используемых продуктов и общения с партнерами/вендорами по всему миру, желательно Intermediate и выше.</li> </ul> <p><strong>Будет плюсом:</strong></p> <ul> <li>Глубокие знания в лицензировании одного или нескольких крупных вендоров (MS, Autodesk).</li> <li>Понимание принципов и практик по управлению ИТ-активами в области Asset Management.</li> <li>Опыт прохождения аудита от вендоров.</li> <li>Сертификат об успешной сдаче экзамена MS 70-713: Software Asset Management.</li> </ul> <p><strong>Что обещаем:</strong></p> <ul> <li>Работу в шведской компании, портфолио которой состоит из 20+ f2p проектов мирового уровня, переведенных на 15 языков;</li> <li>Возможность участия в полном цикле разработки продукта;</li> <li>Возможность работать в международной команде;</li> <li>Официальное трудоустройство, полный соцпакет;</li> <li>Возможность релокации;</li> <li>Гибкий график работы;</li> <li>Добровольное медицинское страхование;</li> <li>Образовательные программы по английскому с высококвалифицированными преподавателями;</li> <li>Дополнительные бонусы от прибыли проектов для проектных команд;</li> <li>Программу акций результативности для ключевых сотрудников компании;</li> <li>R&amp;D Project Development: возможность создания собственного проекта на базе компании;</li> <li>Оплачиваемые конференции, тренинги, воркшопы;</li> <li>Внутреннюю образовательную платформу (обучающие вебинары по всем специализациям, представленным в компании);</li> <li>Развлекательные и общеобразовательные хенгауты/мастер-классы;</li> <li>Возможность участия в совместных благотворительных проектах;</li> <li>Бесплатные занятия спортом.</li> </ul> <p>Хотите начать разрабатывать игры, в которые играют миллионы по всему миру, и присоединиться к нашей команде? Тогда скорее отправляйте резюме и почаще обновляйте почту, ведь там вас может ожидать письмо от нашего рекрутера :)</p>","Английский язык
SaaS
Autodesk
MS",between1And3,FALSE,G5 Entertainment AB,,,,,Киев,2022-07-17T22:04:00+0300
Software Licensing Manager,"<p>Давно мечтаете заниматься любимым делом и каждый день получать удовольствие от работы? Приглашаем в команду G5 Entertainment! Давайте развиваться и создавать лучшие игры вместе :)</p> <p>G5 Entertainment AB — шведский издатель и разработчик мобильных игр. 20 лет назад мы стали первыми мобильными разработчиками в СНГ. И с тех пор занимаем лидирующие позиции в игровой индустрии. Разрабатываем игры в жанрах Match-3, Hidden Object, Mahjong Solitaire. В нашем портфолио 20+ f2p проектов мирового уровня, среди которых Hidden City®, Jewels of Rome™, Mahjong Journey®, Homicide Squad®, Jewels of the Wild West™ и др.</p> <p>Ищем кандидата на должность: <strong>Software Licensing Manager</strong>.</p> <p><strong>Обязанности:</strong></p> <ul> <li> <p>Периодический анализ имеющегося программного обеспечения (ПО/SaaS) компании;</p> </li> <li> <p>Подготовка предложений по оптимизации ПО и его обновлению;</p> </li> <li> <p>Приобретение и своевременное продление ПО/SaaS для всей группы компании;</p> </li> <li> <p>Анализ текущего использования ПО/SaaS;</p> </li> <li> <p>Сопровождение договоров закупки ПО/SaaS и общение с реселлерами, вендорами по всему миру ;</p> </li> <li> <p>Учет лицензий, ведение сопутствующей документации;</p> </li> <li> <p>Лицензирование ПО сотрудников и устранение проблем лицензирования;</p> </li> <li> <p>Составление планов закупки ПО для планирования расходов компании.</p> </li> </ul> <p><strong>Требования:</strong></p> <ul> <li> <p>Опыт работы на аналогичной позиции не менее 2х лет;</p> </li> <li> <p>Опыт работы с порталами администрирования сервисов для назначения лицензий, так и мониторинга установленного ПО.</p> </li> <li> <p>Опыт устранения проблем с ПО, его активации, как на организационном так и техническом уровнях.</p> </li> <li> <p>Знание принципов лицензирования ПО, и различий условий для разных стран;</p> </li> <li> <p>Знание английского языка, достаточного для чтения лицензионных соглашений используемых продуктов и общения с партнерами/вендорами по всему миру, желательно Intermediate и выше.</p> </li> </ul> <p><strong>Будет плюсом:</strong></p> <ul> <li> <p>Глубокие знания в лицензировании одного или нескольких крупных вендоров (MS, Autodesk).</p> </li> <li> <p>Понимание принципов и практик по управлению ИТ-активами в области Asset Management.</p> </li> <li> <p>Опыт прохождения аудита от вендоров.</p> </li> <li> <p>Сертификат об успешной сдаче экзамена MS 70-713: Software Asset Management.</p> </li> </ul> <p> </p> <p><strong>Что обещаем:</strong></p> <ul> <li>Работу в шведской компании, портфолио которой состоит из 20+ f2p проектов мирового уровня, переведенных на 15 языков;</li> <li>Возможность участия в полном цикле разработки продукта;</li> <li>Возможность работать в международной команде;</li> <li>Официальное трудоустройство, полный соцпакет;</li> <li>Возможность релокации;</li> <li>Гибкий график работы;</li> <li>Добровольное медицинское страхование;</li> <li>Образовательные программы по английскому с высококвалифицированными преподавателями;</li> <li>Дополнительные бонусы от прибыли проектов для проектных команд;</li> <li>Программу акций результативности для ключевых сотрудников компании;</li> <li>R&amp;D Project Development: возможность создания собственного проекта на базе компании;</li> <li>Оплачиваемые конференции, тренинги, воркшопы;</li> <li>Внутреннюю образовательную платформу (обучающие вебинары по всем специализациям, представленным в компании);</li> <li>Развлекательные и общеобразовательные хенгауты/мастер-классы;</li> <li>Возможность участия в совместных благотворительных проектах;</li> <li>Бесплатные занятия спортом.</li> </ul> <p>Хотите начать разрабатывать игры, в которые играют миллионы по всему миру, и присоединиться к нашей команде? Тогда скорее отправляйте резюме и почаще обновляйте почту, ведь там вас может ожидать письмо от нашего рекрутера :)</p>","Английский язык
SaaS
Autodesk
MS",between1And3,FALSE,G5 Entertainment AB,,,,,Польша,2022-07-17T22:04:00+0300
Разработчик,"<p>Вакансия <strong>Разработчика </strong>в компании, которая занимается разработкой софта для банкоматов в крупных российских банках.</p> <p>В команде есть относительная свобода по стеку: достаточно задач как по фронтенду, так и по бекенду, при желании можно работать как фулстек.</p> <p><em>Задачи:</em><br />- Разработка биллинга.<br />- Разработка системы приема платежей.<br />- Реализация взаимодействия с внешними системами.<br />- Управление сценарием работы банкоматов.<br />- Реализация UI для банкоматов.</p> <p><em>Задачи на первое время:</em><br />- Реализация прикладного функционала (frontend).<br />- Написание сценариев взаимодействия клиента с банкоматом.<br />- Реализация взаимодействия с управляющим ПО банкомата.<br />- Участие в тестировании и внедрении ПО.</p> <p><em>Требования: </em><br />- Знания и опыт разработки на C# и/или Javascript.<br />- Представление об особенностях разработки десктопных и клиент-серверных приложений.</p> <p><em>Условия:</em><br />- Оформление по ТК РФ.<br />- Сильная команда разработчиков, интересные задачи, проекты для ведущих банков России.<br />- Возможности для карьерного, профессионального и финансового роста.<br />- Комфортный офис в 7 минутых ходьбы от станции м. <strong>Владыкино</strong>.<br />- Бесплатная парковка.<br />- График 5/2, гибкое начало/окончание дня.</p>","JavaScript
С#",between1And3,FALSE,"Hi, Rockits!",,,,,Москва,2022-07-05T22:07:07+0300
WE Tech Support Engineer,"<strong>Responsibilities:</strong> <ul> <li>Communication: Communicate basic technical ideas both orally and written format.<br />Sphere of influence/supervision: Limited to immediate advisor or work group. Receives close guidance.</li> <li>Analytical skills: Work with Senior IT Engineers to gather information about business issues. Find the most efficient solutions and escalate issues when necessary.</li> <li>Communication: Communicate basic technical and business process both orally and written format.</li> <li>Work in progress checked frequently.</li> </ul> <p><strong>Requirements:</strong></p> <p>Relevant higher professional technical education with a strong emphasis in Computer Science, IT, Electrical and Communication Engineering or relevant discipline is preferred.<br />In lieu of technical degree at least 2 years of relevant IT experience is required.</p> <ul> <li>Strong experience with Windows 10 operating system and O365 products, productivity tools (MS Teams, PowerBI, etc.)</li> <li>Strong experience with computer hardware configurations</li> <li>Have basic ability to troubleshoot issues and make system changes as needed to resolve issue.</li> <li>Understand basic IT principles, end user hardware, Operation Systems, office automation productivity tools and applications and troubleshooting techniques.</li> <li>Basic knowledge of IRM (Information Risk Standards) and technical controls.</li> <li>Willingness to perform hands on work</li> <li>Works well with others/good teamwork skills</li> <li>Ability to follow detailed instructions (troubleshooting, installations, etc.)</li> </ul> <strong>Terms:</strong> <ul> <li>Atyrau 5/2 Office based</li> <li>Major Oil and Gas Company based in Atyrau</li> </ul> <div> <div> <div> </div> </div> </div>","Английский язык
MS Teams
Oil And Gas
PowerBI
Engineering",between1And3,FALSE,АтырауТехИнвест,,,,,Атырау,2022-07-05T22:21:28+0300
Проектный менеджер в ИТ сфере,"<p><strong>В связи с расширением</strong> мы ищем перспективного и амбициозного кандидата на вакансию <strong>Проектный менеджер в ИТ сфере</strong></p> <p><strong>Бренд «Таргет Фэмили»</strong> появился 5 лет назад. Наша компания входит в ТОП-25 лидеров рынка услуг по комплексному развитию маркетинга для современного бизнеса, и на сегодняшний день показывает развитие в среднем на 20% в год, что для сотрудников означает так же финансовый и карьерный рост. По итогам экспертной оценки финансово-экономических показателей предприятия и отрасли которое было проведено Центром аналитических исследований (г. Москва), наша организация отнесена к числу рекомендованных и по итогу ранжирования вошла в Рейтинг надежных партнеров. Экспертный анализ проведен среди 18062 компаний отрасли и предприятий региона. За весомый вклад в социально-экономическое развитие региона, приоритетность в отрасли, а также высокие результаты в рамках своего сегмента, компания получила Статус-награду «Лучшее предприятие отрасли 2020»</p> <p>Работаем по всей России.</p> <p>Наши клиенты - предприниматели, руководители малого, среднего бизнеса, крупные федеральные и мировые компании, заводы и производители товаров.</p> <p>Наша задача при работе с клиентами – развитие их бизнеса или бренда за счет внедрения уникального комплекса современных маркетинговых инструментов.</p> <p>Одно из наших основных преимуществ на рынке – собственная уникальная модель оценки точек роста, комплексный подход к решению задачи.</p> <p>Мы не рассказываем клиентам, как нужно делать, мы делаем вместе с ними и отвечаем за результат. Мы - внедренцы. Никакой магии, только опыт, более 300 успешных реализованных проектов. С клиентами индивидуально работают наши эксперты в интернет-маркетинге.</p> <p>Среди наших клиентов: «СБЕРБАНК», «Мой бизнес.рф», Сеть АЗС «Роза Мира», Самарский «БКК», Самарский Диагностический Центр, Торгово-Промышленная Палата Самарской области, Министерство Финансов самарской области, Бытовая техника TEKA и многие другие лидеры рынка.</p> <p><strong>Почему работать в нашей компании выгодно для Вас?</strong></p> <p>Уникальная система корпоративного обучения, с нами Вы быстро станете супер профессионалом, как в маркетинге, так и в управлении интернет проектами.</p> <p>Интересный, полезный обществу продукт, приносящий реальную пользу реальным бизнесам. Возможность получить бесценный опыт от ведущих экспертов данной отрасли.</p> <p><strong>Наши требования:</strong></p> <p>Ваш опыт работы с клиентами B2B не менее 1 года</p> <p>Опыт в телефонных переговорах, уметь общаться с клиентом</p> <p>Уметь быстро и четко излагать свои мысли</p> <p>Активность, желание хорошо зарабатывать, амбициозность</p> <p>Знать и успешно применять с клиентами эффективные техники коммуникаций</p> <p>Очень приветствуется дополнительное образование в продажах или коммуникациях (тренинги, курсы)</p> <p><strong>Чем необходимо будет заниматься в нашей компании?</strong></p> <p>Вести текущую клиентскую базу. Не нужно продавать по холодному, необходимо развивать тех клиентов которые уже есть. Допродавать услуги нашей компании.</p> <p>Вести работу с клиентом таким образом, что бы клиент был доволен качеством наших услуг.</p> <p>Взаимодействовать с другими отделами которые влияют на оказание услуг клиенту. SEO отдел и IT отдел через постановку задач.</p> <p>Общение с клиентом по созданию сайта. Не нужно собирать сайт самостоятельно нужно ставить задачи на соответствующий отдел. Важно четко и грамотно быть связующим звеном между клиентом и отделом разработки.</p> <p>Собирать данные с сайтов конкурентов, проводить анализ конкурентного товара.</p> <p>Предоставлять отчетность клиенту на ежемесячной основе.</p> <p>Вести клиента по SEO услугам по настройке таргетированной рекламы и контекстной рекламы.</p> <p><strong>Условия:</strong></p> <p>Понятная система мотивации: оклад + KPI + бонус от объема оказанных услуг (система мотивации пересматривается по мере Вашего профессионального роста и роста Вашей эффективности)</p> <p>Средний показатель успешного Проектного менеджера выход на стабильный доход от 45 000 рублей</p> <p>Приветствуется опыт работы в ИТ компаниях на аналогичной занимаемой должности</p> <p>Продуманная система вхождения в должность и адаптации в компании</p> <p>Работа в дружном коллективе в одной команде.</p> <p>Интересная работа в стабильной, активно развивающейся компании</p> <p>Бесплатное обучение новейшим технологиям продаж и коммуникаций с клиентом</p> <p>Официальное трудоустройство</p> <p>График работы: 5/2 с 09:00 до 18:00.</p> <p>Удобное расположение офиса в шаговой доступности от Центрального Автовокзала.</p>","B2B Продажи
Развитие продаж
Маркетинговый анализ
Поиск и привлечение клиентов
Телефонные переговоры
Управление проектами
Аналитика продаж
Internet Marketing
B2B маркетинг
Анализ конкурентной среды
Аналитическое мышление
Интернет-реклама
Маркетинговые исследования
B2B Marketing
Работа в команде
Пользователь ПК
Деловая переписка
Заключение договоров
Деловое общение
Грамотная речь
Проведение презентаций
Деловая коммуникация
Ведение переговоров",between1And3,FALSE,Таргет Фэмили,50000,,FALSE,RUR,Самара,2022-07-17T22:23:23+0300
Business analyst,"<strong>Responsibilities:</strong> <ul> <li>Closely engage with Product owner and Stakeholders.</li> <li>Collect and analyze requirements, understand the needs of end users, suggest options and design solution.</li> <li>Understand the work of Product owner and act as Proxy Product Owner. Manage Product Backlog.</li> <li>Work closely with Development team, provide requirements in the form of User Stories with clear description and acceptance criteria.</li> <li>Actively participate in the Refinement sessions, breaking down requirements into small pieces of user stories.</li> <li>Participate in User acceptance tests via close collaboration with QA Team, and help Product owner to accept the user story.</li> <li>Proactively collaborate with Development Team on swarming activities, and closely engage end users to collect feedbacks on the developed product. Create corresponding enhancement/improvement user stories out of the collected requirements.</li> <li>Perform Change management activities, engage different set of stakeholders.</li> <li>Facilitate team meetings if needed.</li> </ul> <strong>Requirements:</strong> <ul> <li>Value-driven Product management and Business Analysis</li> <li>Deep understanding and practicing of Agile/Scrum methodologies</li> <li>Financial analysis of the product features and prioritization, WSJF.</li> <li>Change management skills.</li> <li>Facilitation skills.</li> </ul> <strong>Terms:</strong> <ul> <li>Remote work</li> <li>Availability to work from 9:00 till 18:00 by Atyrau time GMT +5</li> </ul>","Scrum
Analytical skills
Time management
Team management
Business Analysis",noExperience,FALSE,АтырауТехИнвест,,,,,Атырау,2022-07-05T22:26:05+0300
Android Developer,"<p>Наша компания занимается монетизационными решениями для приложений, расширений и сайтов. Мы расширяемся и ищем в Mobile Team разработчика Android.<br /><br />Команда из 10 человек разрабатывает и продвигает мобильные приложения-утилиты под Android с рекламной монетизацией. Уже 20+ приложений, 400+ млн показов рекламы в месяц, 2+ млн установок в месяц.</p> <p><strong>Обязанности:</strong></p> <ul> <li>Разработка Android приложений с чистого листа с применением современных архитектурных подходов и технологий;</li> <li>Поддержка текущих проектов, их модернизация к текущим стандартам.</li> </ul> <p> </p> <strong>Требования:</strong> <ul> <li>Опыт работы с Java/Kotlin: от 2-х лет, Android 1.5-2+ лет;</li> <li>Android SDK от версии Android 8.0 и выше;</li> <li>Знание SQL, REST, опыт работы с Gradle;</li> <li>Умение интегрировать маркетинговые и продуктовые SDK (Appsflyer, Firebase);</li> <li>Понимание основных паттернов разработки и умение применять их на практике;</li> <li>Английский: чтение технической документации и документирование кода;</li> <li>Знание любого графический редактора растр и вектор на уровне Junior;</li> <li>Опыт работы в команде.</li> </ul> <p> </p> <strong>Условия:</strong> <ul> <li>Регулярная оценка и увеличение вознаграждения;</li> <li>Гибкий график работы, 5/2, полный рабочий день;</li> <li>Оформление на выбор;</li> <li>Полностью удаленно работы или офис в двух шагах от метро (Москва).</li> </ul>","Kotlin
Java
Android SDK
Android
SQL
REST
Графические редакторы
Gradle",between3And6,FALSE,IT and Digital,3000,,FALSE,USD,Москва,2022-07-05T22:26:25+0300
Специалист по IT,"<p><strong>Обязанности:</strong></p> <p>- разработка и модернизация работы собственной CRM (backend и frontend);<br />- верстка сайта и интеграция с CRM (формы);<br />- установка, настройка и обеспечение работоспособности рабочих станций, периферийного оборудования, аппаратной части активного сетевого оборудования, телефонии, систем хранения данных, серверного оборудования, общесистемного и прикладного программного обеспечения на рабочих местах;<br />- диагностика и устранение неисправностей систем и средств связи и автоматизации;<br />- взаимодействие со всеми подразделениями в рамках должностных обязанностей.</p> <p> </p> <p><strong>Требования:</strong></p> <p>- высшее профессиональное образование (информатика и вычислительная техника);<br />- уверенный пользователь ПК;<br />- опыт работы в программах CRM, владение пакетом MS Office (Excel, Word);<br />- знание принципов построения компьютерных сетей, основных протоколов.</p> <strong>Условия:</strong> <p>- официальное трудоустройство;<br />- возможность работать удаленно;<br />- комфортный офис в шаговой доступности от метро «Киевская» (район Хамовники);<br />- дружная, заряженная на результат команда;<br />- свобода в применении решений для выполнения задачи.</p>","Настройка ПК
Настройка сетевых подключений
Настройка ПО
Windows 7
Сборка ПК
Cистемы управления базами данных
Работа в условиях многозадачности
Высокие коммуникативные навыки
Продвинутый пользователь ПК
Установка ПО
Диагностика ПК",between1And3,FALSE,Благотворительный Фонд Помощи Взрослым Онкобольным Огромное Сердце,100000,,FALSE,RUR,Москва,2022-07-05T22:29:27+0300
Администратор сервиса e-staff,"<strong>Обязанности:</strong> <ul> <li> <p>Администрирование сервиса E-Staff (обновление, подключение новых модулей, резервное копирование)</p> </li> <li> <p>Настройка функционала E-Staff</p> </li> <li> <p>Настройка интеграции с другим ПО (1С: ЗУП, Directum, корпоративный портал и т.д.)</p> </li> <li> <p>Поддержка пользователей</p> </li> <li> <p>Анализ требований пользователей к системе, разработка нового функционала</p> </li> </ul> <p><strong>Требования:</strong></p> <ul> <li> <p>Разработка front-end (Javascript, HTML), сбор и анализ требований пользователей, опыт работы с интеграциями\API</p> </li> <li>Знание принципов организации обменов\интеграций между системами (файлы,http API)</li> <li>Желательно знания E-Staff (администрирование, разработка)</li> <li>Понимание процессов по развертыванию и поддержанию ИТ сервисов (администрирование, установка, бэкап) на Windows server</li> <li>Будет преимуществом знание IIS и MS .NET</li> </ul> <p><strong>Мы предлагаем:</strong></p> <ul> <li> <p>Удаленный формат работы, белая зарплата, оплачиваемые официальный отпуск и больничные, официальное оформление с 1го рабочего дня</p> </li> <li> <p>Технически компетентный менеджмент от непосредственного руководителя до директора, опыт и советы от старших коллег, возможность прилично прокачать квалификацию</p> </li> <li> <p>Работу в кайф с нормальными современными технологиями</p> </li> <li> <p>Для экстравертов – яркую корпоративную жизнь с мероприятиями и конкурсами, для интровертов – минимум совещаний</p> </li> <li> <p>Для всех – скидки на продукцию компании</p> </li> </ul>","HTML
Java Script
Поддержка пользователей
E-Staff
Администрирование сайтов",between1And3,FALSE,Группа Компаний Аскона,,,,,Москва,2022-07-05T22:43:16+0300
Middle+ продуктовый исследователь/UX-исследователь в сервис путешествий,"<p>Привет! Мы отдел исследований в Туту.ру. Это сервис путешествий, которым пользуются миллионы клиентов по всей стране и наша цель – сделать так, чтобы люди могли организовывать свои поездки и путешествия удобно и с удовольствием. Мы проводим исследования на разных этапах цикла разработки: от поиска потребностей для новых продуктов до улучшения пользовательского опыта в уже существующих.</p> <p>Сейчас наш отдел работает в основном как внутреннее агентство, но мы постепенно движемся к более тесной интеграции выделенных исследователей в продуктовые команды. Поэтому готовы предложить разные сценарии работы в зависимости от твоих пожеланий.</p> <p>Мы ищем самостоятельного исследователя уровня <strong>middle или выше</strong>, который готов не только проводить проекты полного цикла (от обработки запроса до презентации результатов), но и вкладываться в построение и развитие процессов, повышение культуры исследований в компании.</p> <p><strong>Основные задачи:</strong></p> <ul> <li>Проводить исследования полного цикла (как качественные, так и количественные) для продуктовых команд, маркетинга, топ-менеджмента компании;</li> <li>Консультировать команды по процессу проведения исследований и обучать самостоятельной работе с ними;</li> <li>Рекрутировать респондентов на исследования (по собственной базе или через внешние агентства);</li> <li>Обрабатывать и анализировать данные, подготавливать отчёты в подходящих форматах: Power Point, Confluence, Miro и др.;</li> <li>Презентовать результаты команде и следить за внедрением результатов работу.</li> <li>Работать над улучшением организационных процессов отдела</li> <li>Инициировать исследовательские проекты на уровне продукта и компании (при необходимости)</li> </ul> <p><strong>От вас нужно:</strong></p> <ul> <li>Высшее образование (желательно — социология или психология)</li> <li>Опыт работы в сфере исследований от 3-х лет. Будем рады и тем, кто работал в продуктовой команде, и из агентств (маркетинговые качественные исследования, UX агентства).</li> <li>Знания и навыки по организации продуктовых/ маркетинговых исследований от прояснения запроса и постановки целей и задач исследования до презентации отчёта и внедрения результатов;</li> <li>Уверенное использование базовых методов проведения исследований (глубинные интервью, включенное наблюдение, дневниковые исследования, анкетирование и др).</li> <li>Готовы прояснять неопределенные запросы, переводить их в конкретные исследовательские задачи; выступать инициаторами исследований там, где это необходимо.</li> <li>Владеете навыками фасилитации, готовы помогать командам работать с результатами исследований</li> <li>Умеете себя организовать и контролировать рабочую нагрузку</li> </ul> <p> </p> <p><strong>Про команду и рабочий процесс:</strong></p> <p>Команда исследователей на данная момент состоит из трех человек. Мы развиваемся, активно повышаем культуру исследований в компании. И вот несколько плюсов работы у нас:</p> <ul> <li>Гибкость: вы можете работать по модели «агентство», а можете, погружаться глубже в работу с определенной командой;</li> <li>Разнообразие: проекты приходят как от продуктовых команд, так и от отдела маркетинга, - нет фокуса на одном типе задач;</li> <li>Амбициозность : сервисом туту.ру пользуются миллионы людей, - и вы сможете вместе с командой повлиять на их опыт, сделав организацию поездок и путешествий еще более удобным и приятным процессом;</li> <li>Открытость новому: тестируем и внедряем новые инструменты и практики; поддерживаем креативные подходы к методологии;</li> <li>Темы исследований: никогда не надоедает говорить о поездках и путешествиях.</li> </ul> <p><strong>График работы:</strong></p> <p>Работаем 5/2 в гибридном формате. Для нас важно оставаться в контакте, поэтому каждую неделю стараемся проводить одну очную встречу, а остальное время можно работать откуда удобно. Периодически возможна полная удалёнка (по договорённости).</p> <p><strong>Про компанию:</strong></p> <p>Весь положенный набор плюшек: ДМС со стоматологией, кухня в офисе, страховка на путешествия, ноутбук, премии по результатам работы, оплата больничных, регулярная переиндексация зарплаты, а также обучение, премия за прочитанные книги и обмен опытом.</p> <p>Мы в Туту любим не только работать вместе, но и отдыхать. У нас есть клубы по интересам (сейчас это беговой, футбольный, йога-клуб, но ты можешь организовать свой!), душевные мероприятия и семейные выезды.</p> <p><strong>Структура собеседований:</strong></p> <ul> <li>Пройти телефонное собеседоованиие с HR-менеджером, 15-20 минут. Никаких «кем вы видите себя через 5 лет»;</li> <li>Очное или онлайн-знакомство с командой. Можно понять, достаточно ли профессиональна наша команда и комфортно ли вам с ней будет. Мы, в свою очередь, проверим ваши профессиональные знания и навыки);</li> <li>Тестовое задание;</li> <li>Знакомство с руководителем отдела лично в нашем офисе или онлайн.</li> </ul>","Навыки презентации
Управление проектами
Работа в команде
Организаторские навыки
Организация мероприятий
UI
Маркетинговые исследования
Market Research",between3And6,FALSE,Туту.ру,,,,,Москва,2022-07-07T17:07:40+0300
